-1.336383241316688e-01 -1.581336144306964e-01 -9.783325393442583e-01
-1.150166648094977e-02 -1.043101597458700e-01 -9.944783064964878e-01
8.913052977988180e-02 -1.756718973850596e-01 -9.804055959551266e-01
-1.034915399162903e-01 -4.617216911733760e-02 -9.935580661730132e-01
1.589394972918866e-02 3.286524220894985e-03 -9.998682821875817e-01
1.086984095973533e-01 -7.563964293074529e-02 -9.911928671475613e-01
-8.797510486723703e-02 5.901628900172499e-02 -9.943728968781771e-01
1.081948147810615e-02 1.186608138852202e-01 -9.928758981568913e-01
1.131921419547210e-01 5.141022356810777e-02 -9.922421723480265e-01
-2.368910401703519e-01 -4.207356888555535e-01 -8.757077794968997e-01
-1.465113780434608e-01 -3.729154905962713e-01 -9.162251110151522e-01
-5.199595951779013e-02 -4.346969082408203e-01 -8.990745341744358e-01
5.285579487996250e-02 -3.945385532151085e-01 -9.173579427558815e-01
1.685889376765322e-01 -4.201241963682064e-01 -8.916689021557868e-01
-4.126412120736942e-01 -2.816336436358653e-01 -8.662619230638267e-01
-3.252030825996803e-01 -3.476263888966818e-01 -8.794309797821594e-01
-2.364352883919670e-01 -3.021584419196577e-01 -9.234709687734729e-01
-3.862905856113847e-02 -3.284262059671301e-01 -9.437393836036134e-01
1.325117444138021e-01 -3.240291391441346e-01 -9.367207456282751e-01
2.424832851399647e-01 -3.269968965601741e-01 -9.133864929632799e-01
3.476662866222449e-01 -3.297649245960755e-01 -8.777147865704715e-01
-5.024006097992847e-01 -2.059969235001402e-01 -8.397373959742586e-01
-3.358723843675107e-01 -2.240933343969157e-01 -9.148616936071171e-01
-2.406762743450776e-01 -1.943072695488357e-01 -9.509572102798641e-01
-1.295651669653252e-01 -2.647589196043845e-01 -9.555708142173771e-01
-3.034830546533263e-02 -2.060697411214305e-01 -9.780665834423089e-01
5.351098108096618e-02 -2.737994089437048e-01 -9.602970675478970e-01
1.797405744492589e-01 -2.312786104926005e-01 -9.561399116644917e-01
2.946914647402123e-01 -2.277974413696030e-01 -9.280437849482900e-01
4.139255998969082e-01 -2.365979583713031e-01 -8.790261685437223e-01
-4.175770503147799e-01 -1.522966749620590e-01 -8.957874350124454e-01
-3.213175488198683e-01 -1.004833300248586e-01 -9.416252609031108e-01
-2.133112347683455e-01 -7.677559310712040e-02 -9.739629476183600e-01
-8.806295695674594e-02 -1.221220319382472e-01 -9.011083988812097e-01
3.212355639733724e-02 -1.231368984831175e-01 -9.002890085534065e-01
1.547785072844776e-01 -1.287384314604711e-01 -8.927889373550744e-01
2.256670984741788e-01 -1.295866074318777e-01 -9.655473436164271e-01
3.162278706681272e-01 -5.763645431978657e-02 -9.469308173685834e-01
3.688869913650357e-01 -1.465319843927356e-01 -9.178511672981027e-01
-4.197728146772358e-01 -3.569950030146089e-02 -9.069268601547739e-01
-3.027192684659090e-01 8.246342979717484e-03 -9.530440929264278e-01
-1.996346943456506e-01 3.335660512384370e-02 -9.793024686636637e-01
-1.363121997751639e-01 -1.594918077096523e-02 -8.947739324948530e-01
-2.445236334236926e-02 -1.600607282175417e-02 -9.095585377630393e-01
9.736319873945121e-02 -2.343387432409219e-02 -9.067574491169479e-01
1.989089651500030e-01 -1.388667316781495e-02 -9.799195802340390e-01
2.839061216138890e-01 4.281243729504593e-02 -9.578958238088154e-01
4.307422306210860e-01 -4.616129009986012e-02 -9.012936620873777e-01
-3.768050863856401e-01 6.654518942025461e-02 -9.238991630028828e-01
-2.724298370854049e-01 1.293668554898305e-01 -9.534391434258886e-01
-1.653331588716235e-01 1.405272575974448e-01 -9.761746954316535e-01
-6.826504484737106e-02 9.473526906109171e-02 -9.025556693379081e-01
5.058843314098352e-02 8.286043809830183e-02 -9.028298097153641e-01
1.635196894479725e-01 7.697840694086366e-02 -8.929950440065907e-01
2.122384025878601e-01 1.155811597104799e-01 -9.703586221353436e-01
3.190934156641957e-01 1.501341075332942e-01 -9.357559198118039e-01
3.817403917623516e-01 5.517899608675474e-02 -9.226210228115135e-01
-3.782899048993213e-01 1.664674955103584e-01 -9.105961343144932e-01
-2.901036225219229e-01 2.394148101395874e-01 -9.265637786872899e-01
-1.722697462796280e-01 2.393024151001208e-01 -9.555404172059412e-01
-7.088553044323651e-02 1.876208449416657e-01 -9.796803865956795e-01
1.887095198925260e-02 2.424757429588165e-01 -9.699739174795132e-01
1.122117216262077e-01 1.653195109935704e-01 -9.798356944185785e-01
2.169182571153334e-01 2.240478520162864e-01 -9.501310594035169e-01
3.217756373360575e-01 2.590380101497605e-01 -9.106919065425118e-01
4.134475957114817e-01 1.734782911083759e-01 -8.938491862891776e-01
-3.215184920615912e-01 3.353775369262795e-01 -8.855211831565215e-01
-2.091598616216359e-01 3.265176726417026e-01 -9.217582991555664e-01
-8.269054719487179e-02 3.058373958253694e-01 -9.484860359802988e-01
4.482775594097915e-02 3.449935125548403e-01 -9.375339720201155e-01
1.239080860485762e-01 2.760526056242999e-01 -9.531221040597123e-01
2.265795291092160e-01 3.285658355233927e-01 -9.169003263630204e-01
3.414355339285058e-01 3.593490996488414e-01 -8.684987052093043e-01
-1.434170103398084e-01 4.108698392379382e-01 -9.003430101131520e-01
-3.759547922183605e-02 4.010042632105519e-01 -9.153044087935748e-01
