          11            1
           1           13
          13            2
           2           15
           3            4
          15            3
           4           19
          19            5
           5           21
          21            6
           6           23
          23            7
           7           25
           8            9
          31            8
           9           10
          10           11
          25           26
          26           27
          27           53
          28           29
          57           28
          29           31
          53           54
          54           55
          55           87
          56           57
          90           56
          87           88
          88          124
          89           90
         127           89
         124          125
         125          165
         126          127
         168          126
         165          166
         166          210
         167          168
         213          167
         210          211
         211          259
         212          213
         261          212
         259          310
         260          261
         365          260
         310          362
         362          363
         363          475
         364          365
         419          364
         478          419
         475          476
         476          536
         477          478
         537          477
         536          597
         600          537
         597          598
         598          725
         599          600
         662          599
         727          662
         725          726
         726          792
         794          727
         792          860
         793          794
         861          793
         860          928
         929          861
         928          998
        1000          929
         998         1069
         999         1000
        1070          999
        1069         1141
        1142         1070
        1141         1213
        1214         1142
        1213         1286
        1288         1214
        1286         1287
        1287         1361
        1362         1288
        1361         1435
        1436         1362
        1435         1511
        1512         1436
        1511         1587
        1588         1512
        1587         1663
        1664         1588
        1663         1739
        1740         1664
        1739         1815
        1816         1740
        1815         1891
        1892         1816
        1891         1967
        1968         1892
        1967         2043
        2044         1968
        2043         2119
        2120         2044
        2119         2195
        2196         2120
        2195         2271
        2272         2196
        2271         2347
        2348         2272
        2347         2423
        2424         2348
        2423         2499
        2500         2424
        2499         2575
        2576         2500
        2575         2649
        2650         2576
        2649         2723
        2724         2650
        2723         2797
        2725         2724
        2798         2725
        2797         2869
        2870         2798
        2869         2941
        3013         2870
        2941         3012
        3012         3011
        3011         3082
        3083         3013
        3082         3151
        3084         3083
        3152         3084
        3151         3219
        3220         3152
        3219         3218
        3218         3285
        3286         3220
        3285         3350
        3287         3286
        3351         3287
        3350         3414
        3415         3351
        3414         3413
        3413         3476
        3477         3415
        3476         3536
        3537         3477
        3536         3594
        3538         3537
        3595         3538
        3594         3650
        3651         3595
        3650         3649
        3649         3704
        3652         3651
        3756         3652
        3704         3755
        3755         3754
        3754         3804
        3757         3756
        3805         3757
        3804         3803
        3803         3849
        3806         3805
        3850         3806
        3849         3891
        3851         3850
        3892         3851
        3891         3930
        3893         3892
        3931         3893
        3930         3929
        3929         3964
        3932         3931
        3965         3932
        3963         3962
        3962         3993
        3964         3963
        3966         3965
        3968         3966
        3994         3968
        3993         3992
        3992         4015
        3995         3994
        3996         3995
        3997         3996
        4016         3997
        4011         4026
        4027         4011
        4014         4013
        4013         4027
        4015         4014
        4017         4016
        4018         4017
        4019         4018
        4020         4019
        4021         4020
        4022         4021
        4023         4022
        4024         4023
        4025         4024
        4026         4025
