          19            1
           1           21
          21            2
           2           23
          23            3
           3           25
          25            4
           4           27
          27            5
           5           29
          29            6
           6           31
          31            7
           7           33
          33            8
           8           35
          35            9
           9           37
          37           10
          10           39
          39           11
          11           41
          41           12
          12           43
          53           13
          13           55
          14           15
          55           14
          15           16
          16           17
          17           19
          43           44
          44           45
          45           46
          46           47
          47           91
          91           48
          48           93
         101           49
          49          103
          50           51
         103           50
          51           52
          52           53
          93           94
          94           95
          95           96
          96          151
         151           97
          97          153
          98           99
         159           98
          99          100
         100          101
         153          154
         154          217
         217          155
         155          219
         156          157
         225          156
         157          159
         219          220
         220          221
         221          293
         222          223
         298          222
         223          224
         224          225
         293          294
         294          372
         372          295
         295          374
         296          297
         377          296
         297          298
         374          375
         375          459
         376          377
         464          376
         459          460
         460          461
         461          552
         462          463
         555          462
         463          464
         552          553
         553          649
         554          555
         652          554
         649          650
         650          750
         651          652
         753          651
         750          751
         751          855
         752          753
         860          752
         855          857
         857          858
         858          968
         859          860
         971          859
         968          969
         969         1083
         970          971
        1086          970
        1083         1084
        1084         1202
        1085         1086
        1205         1085
        1202         1203
        1203         1325
        1204         1205
        1328         1204
        1325         1326
        1326         1452
        1327         1328
        1455         1327
        1452         1453
        1453         1714
        1454         1455
        1584         1454
        1583         1584
        1717         1583
        1714         1715
        1715         1851
        1716         1717
        1993         1716
        1851         1852
        1852         1990
        1990         1991
        1991         2133
        1992         1993
        2136         1992
        2133         2134
        2134         2426
        2135         2136
        2280         2135
        2428         2280
        2426         2427
        2427         2577
        2580         2428
        2577         2578
        2578         2886
        2579         2580
        2732         2579
        2889         2732
        2886         2887
        2887         3045
        2888         2889
        3048         2888
        3045         3046
        3046         3207
        3047         3048
        3372         3047
        3207         3369
        3369         3370
        3370         3702
        3371         3372
        3536         3371
        3705         3536
        3702         3703
        3703         3873
        3704         3705
        3874         3704
        3873         4044
        4047         3874
        4044         4045
        4045         4219
        4046         4047
        4220         4046
        4219         4394
        4397         4220
        4394         4395
        4395         4573
        4396         4397
        4574         4396
        4573         4752
        4755         4574
        4752         4753
        4753         4935
        4754         4755
        4936         4754
        4935         5118
        5121         4936
        5118         5119
        5119         5490
        5120         5121
        5493         5120
        5490         5491
        5491         5680
        5492         5493
        5681         5492
        5680         5870
        5871         5681
        5870         6061
        6064         5871
        6061         6062
        6062         6449
        6063         6064
        6256         6063
        6451         6256
        6449         6450
        6450         6646
        6648         6451
        6646         6844
        6647         6648
        6845         6647
        6844         7042
        7044         6845
        7042         7043
        7043         7243
        7245         7044
        7243         7445
        7244         7245
        7446         7244
        7445         7647
        7649         7446
        7647         7648
        7648         7852
        7854         7649
        7852         8263
        7853         7854
        8058         7853
        8264         8058
        8263         8470
        8473         8264
        8470         8471
        8471         8680
        8472         8473
        8681         8472
        8680         8890
        9102         8681
        8890         9100
        9100         9101
        9101         9313
        9315         9102
        9313         9526
        9314         9315
        9527         9314
        9526         9740
        9741         9527
        9740         9954
        9955         9741
        9954        10170
       10171         9955
       10170        10386
       10388        10171
       10386        10604
       10387        10388
       10605        10387
       10604        10822
       10823        10605
       10822        11040
       11042        10823
       11040        11041
       11041        11261
       11262        11042
       11261        11481
       11482        11262
       11481        11924
       11703        11482
       11925        11703
       11924        12146
       12147        11925
       12146        12369
       12371        12147
       12369        12370
       12370        12594
       12595        12371
       12594        12818
       12820        12595
       12818        13043
       12819        12820
       13044        12819
       13043        13269
       13270        13044
       13269        13495
       13496        13270
       13495        13721
       13948        13496
       13721        13947
       13947        14175
       14176        13948
       14175        14403
       14404        14176
       14403        14631
       14632        14404
       14631        14859
       14860        14632
       14859        15087
       15088        14860
       15087        15546
       15317        15088
       15547        15317
       15546        15776
       15777        15547
       15776        16006
       16007        15777
       16006        16236
       16237        16007
       16236        16466
       16467        16237
       16466        16696
       16697        16467
       16696        16926
       16927        16697
       16926        17156
       17157        16927
       17156        17386
       17387        17157
       17386        17616
       17617        17387
       17616        17846
       17847        17617
       17846        18076
       18077        17847
       18076        18307
       18078        18077
       18308        18078
       18307        18537
       18538        18308
       18537        18767
       18768        18538
       18767        18997
       18998        18768
       18997        19227
       19228        18998
       19227        19457
       19458        19228
       19457        19687
       19688        19458
       19687        19917
       19918        19688
       19917        20147
       20148        19918
       20147        20377
       20378        20148
       20377        20607
       20608        20378
       20607        20837
       20838        20608
       20837        21067
       21296        20838
       21067        21295
       21295        21523
       21524        21296
       21523        21751
       21752        21524
       21751        21979
       21980        21752
       21979        22207
       22208        21980
       22207        22660
       22435        22208
       22661        22435
       22660        22886
       22887        22661
       22886        23112
