        4416         4915         4441         4939
        4391         4415         4416         3915
        4391         4415         4416         4915
        3916         4440         4416         4441
        5212         5710         5697         5223
        1088         1466         1100         1087
        1088         1081         1089         1457
        1088         1081          750         1089
         749         1088         1100         1087
        4439         3939         4440         3915
        4439         3939         3965         4440
        4439         4440         4416         3915
        4439         4415         4416         3915
        4368         4393         4866         4865
        6680         6681         7072         6699
        5245         5726         5717         5233
        3390         3366         3367         2904
        3544         3077         3078         3567
        3592         3544         4065         3567
        3966         3939         3965         4440
        7335         7336         6951         6969
        7335         6950         6951         6969
        3102         3592         3078         3567
         591          893          592          894
        1658         1248         1247         1636
        1658         1635         1247         1636
          78          196           79           68
        2779         2793         2322         2794
        2779         2793         2322         2778
        2779         3264         2793         2778
        2779         3264         3252         3265
        2795         2779         2322         2794
        1469         1082         1081         1459
        1469         1081          750         1089
         760         1088          750         1089
         760         1088         1100         1089
         760          749         1088          750
         760          749         1088         1100
         414          685          430          415
         414          685          430          429
         221          414          430          415
         399          221          414          415
         700          684          429          683
         386          196          369          209
         197          196           79           68
         211           78           79           88
         211           78          196           79
         211          197          196           79
         211          197           70           79
         211          197          386          196
        4889         4391         4415         4915
        3891         3867         3422         3397
        7091         6700         7109         6699
        7091         6681         7072         7073
        7091         6681         6700         7073
        7091         6681         7072         6699
        7091         6681         6700         6699
        7338         7321         7684         7339
        7338         7975         7665         7683
        7338         7975         7684         7683
        1098         1113         1097         1478
        1495         1113         1097         1478
        3421         3422         3397         2936
        3421         3891         3422         3397
          80          211           79           88
          80          211           70           79
        4914         4416         4441         4939
        4914         4416         4915         4939
        4914         4415         4416         4915
        4914         4889         4415         4915
        4940         4469         4964         4965
        4369         4368         4393         4866
        3868         3891         3867         4392
        3868         3891         3867         3422
        5405         4891         4916         4892
        6290         5835         6291         6313
        5738         6201         5755         6202
        5737         5754         6201         5755
        5737         5738         6201         5755
        6217         6201         5755         6202
        6249         5812         6269         5791
        6249         6231         6250         6679
        6270         6290         5835         6291
        6270         6290         5812         5835
        6270         6249         6250         6679
        6270         6290         5812         6269
        6270         6249         5812         6269
        4755         4743         5233         4756
        4755         5245         5233         4756
        3748         3759         3253         3265
        3748         3254         3253         3265
        4262         4252         4244         3744
        4262         4250         3744         4243
        4262         4244         3744         4243
        2401         1931         2380         2402
        2811         2793         2322         2794
        3747         3252         3253         3265
        3747         3759         3253         3265
        4258         4245         4246         3773
        3280         2779         2793         2794
        3280         2779         3264         3265
        3280         2779         3264         2793
        3746         4245         3773         3745
        3746         4245         4246         3773
        2519         2994         2495         2494
        2349         1902         2350         1920
        2349         1902         2332         2350
        4356         3878         3855         4354
        2905         3390         3367         2904
        2905         3391         3390         2904
        2905         3391         3390         3367
        3990         3494         3989         4016
        5521         5497         5520         5996
        3566         3544         3077         3567
        3566         3544         4065         3567
        4089         3592         4065         3567
        4089         3102         3592         3567
        4089         3592         4065         4090
        3568         3544         3078         3567
        3568         3592         3078         3567
        3568         3592         3544         3567
        3568         3544         3520         4042
        3568         3592         3544         4065
        8411         8402         8270         8412
        8411         8402         8401         8270
        8243         8255         8383         8254
        8243         8384         8255         8383
        4279         3764         4263         3778
        4279         4265         3764         4263
        5092         4598         5116         4621
        5092         5115         5091         5600
        5092         5115         5116         4621
        5092         5115         5091         4621
        4466         4439         3965         4491
        4466         4439         3965         4440
         699          700          715         1015
         699          700          684          683
         699          700          684         1015
         347          348          364          164
         347          591          348          364
         330          163          150          149
         330          163          150          164
         502          489          777          271
        5653         6127         6126         5654
        8430         8476         8477         8473
        7317         7335         7336         6951
        7317         7298         7297         7664
        7663         7317         7335         7316
        7682         7317         7335         7336
        7682         7663         7317         7335
        7644         7663         7662         7316
        7644         7663         7317         7316
          61           60            7           11
        1762         2189         1761         1741
          71           81           70           11
          71           81           12           11
          71           60           70           11
          71           61           60           11
          71           12           11            9
          71           61           11            9
        8191         8366         8205         8365
        8373         8380         8372         8189
        8373         8380         8203         8189
        8467         8373         8372         8189
        3013         2988         2989         3477
        3036         3526         3037         3012
        3101         3077         3078         3567
        3101         3102         3078         3567
        2166         2144         1741         2143
        2166         1740         1741         2143
        8202         8380         8203         8189
        3227         3729         2745         3239
        6146         5691         5674         5654
        4725         4210         4226         4225
        4725         4210         4736         4225
        6559         6560         6578         6129
        6559         6577         6578         6129
        4211         4725         4210         4226
         272          502          489          271
        1245          913         1246          894
        1677         2099         1678         1655
        1677         1678         1290         1700
        2165         2166         1740         2143
        2165         2166         2643         2621
         873          893          592          894
         873          913          893          894
         873         1244          913          893
         873         1245          913          894
         873         1245         1244          913
        1201         1181          854         1182
        1201         1181         1567         1182
        1224         1245         1246          894
        1224          873          592          894
        1224          873          874          592
        1224          873         1245          894
        1224          873         1245         1223
         853         1224          854          874
         853         1224         1223          854
         853          873         1223          872
         853          873          555          874
         853          873          555          872
         853         1224          873          874
         853         1224          873         1223
         853         1201         1223          854
         853         1201         1181          854
         914          591          893          894
         914          913          893          894
        1656         1677         1678         1290
        1656         1677         1678         1655
        2075         1656         1655         1634
        2075         1656         1678         1655
        2075         2099         1678         1655
         834         1181          854         1182
        6718         6270         6290         6291
        6718         6290         6291         6313
        7090         7091         7072         7452
        7090         7091         7109         7452
        7090         7091         7072         6699
        7090         7091         7109         6699
        7090         6680         7072         6699
        7785         8041         8027         7769
        7785         8041         8027         8040
        7785         8055         8041         8040
        2308         2779         2322         2778
        2308         2795         2779         2322
        2308         2795         2779         2780
        1467         1088         1089         1457
        1467         1088         1100         1089
        1467         1466         1863         1457
        1467         1088         1466         1457
        1467         1088         1466         1100
        1865         2308         2322         2778
        1458         1469         1081         1459
        1482         1908         1890         1891
        1482         1467         1890         1891
        1482         1467         1100         1089
        1482         1907         1908         1499
        1482         1907         1908         1890
        1090         1101         1102          762
        1090         1101          760         1089
        1090         1082         1081          750
        1090         1469         1081          750
        1090         1469         1082         1081
        1090         1469          750         1089
        1090          760          750         1089
        1091         1090         1102          762
        1091         1092          762          752
        1091         1090          762          752
        1091         1090         1082          752
        1091         1090         1469         1082
        2767         3254         2779         2780
        2767         3254         2768         2780
        2767         3254         3253         3265
        2767         3254         2779         3265
        2767         3252         3253         3265
        2767         2779         3252         3265
         751         1090         1082          752
         751         1090         1082          750
         751         1090          762          752
         751         1090          760          750
         784         1111          783          769
        1226          895         1248         1247
        1659         1680         2079         1636
        1659         1658         1248         1636
        1659         1658         1680         1636
        1659         1681         1680         2079
          67           78          196          209
          67          369          209          195
          67          196          369          209
          67           78          196           68
          67           57          369          195
          67           57          196          369
          67           57          196           68
          77           67           78          209
         208           77          399          221
         208          369          209          195
         208           67          209          195
         208           77          399          209
         208           77           67          209
          69           60            7           11
          69          197           70           79
          69          197           60           70
          69           60           70           11
          69           81           70           11
          69           80           70           79
          69           81           80           70
        3042         2566         2543         2567
        3018         3042         3017         3507
        3481         3018         2994         3482
        3481         3508         3018         3507
        3481         3508         3456         3482
        3481         3508         3018         3482
        4030         4530         4029         4054
        4890         4889         4391         4915
        4890         4891         4393         4915
        4890         4393         4392         4865
        4890         4891         4866         5380
        4890         4891         4393         4866
        4890         4866         5380         4865
        4890         4393         4866         4865
        3893         3423         3916         3917
        2461         2485         2961         2484
        3445         3966         3939         4440
        3445         3421         2935         2936
        3445         3421         3939         2935
        6314         5836         5837         5859
        6314         5835         6291         6313
        6314         5836         5835         6291
        6314         5836         5859         5858
        6314         5835         6313         5858
        6314         5836         5835         5858
        7453         7755         7769         7754
        7453         8027         7769         7754
        7453         7785         8027         7769
        7110         7091         6700         7109
        7110         7130         7489         7472
        7111         7130         7472         7491
        7111         7110         7130         7472
        7092         7091         6700         7073
        7092         7110         7091         6700
        7092         7110         6701         6700
        7454         7111         7110         6701
        7454         7092         7110         6701
        7454         7111         7110         7472
        7454         7453         7785         7769
        6702         6275         6254         6274
        7356         7699         7684         7683
        7356         7338         7684         7339
        7356         7338         7684         7683
        4600         4100         4601         4077
        4641         4142         4663         4162
        1494         1531         1944         1129
        1943         2868         2417         2416
        1512         1511         1493         1127
        1512         1943         1531         1530
        1512         1494         1531         1944
        1512         1943         1531         1944
        1146         1512         1531         1530
        1146         1512         1511         1127
        1146         1512         1530         1511
         757         1098         1113         1097
        1477         1495         1097         1478
        1477         1495         1887         1478
        1477         1494         1903         1493
        1477         1494         1111         1493
        1513         1494         1944         1129
        3398         3422         3397         2936
        3398         2887         3373         3397
        3398         2887         2865         2888
        3398         2887         3373         2865
        1529         1530         1511         1941
        1962         1529         1961         1549
        2413         2887         2865         2888
        2391         2392         2865         2888
        2391         2413         2865         2888
        3940         3421         3891         3422
        3940         3423         3422         2936
        3940         3421         3422         2936
        3940         3421         3891         3915
        3940         3893         3423         3422
        3940         3893         3423         3916
        3940         3445         3423         2936
        3940         3445         3421         2936
        3940         3421         3939         3915
        3940         3445         3421         3939
        3940         4440         4416         3915
        3940         3916         4440         4416
        3940         3939         4440         3915
        3940         3445         3939         4440
         210          211           78           88
         210           87           78           88
         210           78          196          209
         210          211           78          196
         210           77           78          209
         210           77           87           78
         210          386          196          209
         210          211          386          196
         210          211          386          402
         212           81           80           70
         212          211           70          403
         212           80          211           70
         212           80           89           88
         212           80          211           88
         225           95           89           96
        7666         7321         7667         7684
        7666         7338         7321         7684
        7666         7667         7975         7684
        7666         7338         7975         7665
        7666         7338         7975         7684
        5452         5952         5476         5451
        5452         4961         5476         5451
        5014         5039         4520         4519
        5811         5812         6269         5791
        5403         4914         4913         4415
        5403         4914         4889         4415
        4442         4940         4916         4939
        4442         4940         4916         4418
        4442         4915         4441         4939
        4442         4916         4915         4939
        4442         4416         4915         4441
        4442         3916         4416         4441
        4442         3916         4416         4915
        4417         4891         4393         4915
        4417         4916         4418         4892
        4417         4442         4916         4418
        4417         4442         4418         3917
        4417         4891         4916         4915
        4417         4442         4916         4915
        4417         3893         3916         3917
        4417         4442         3916         3917
        4417         4442         3916         4915
        4844         4369         4368         4866
        4367         3868         4393         4392
        4367         3868         4368         4393
        4367         4393         4392         4865
        4367         4368         4393         4865
        4367         3868         3867         4392
        4367         3868         3845         3867
        3374         3845         3373         3867
        3374         3868         3845         3867
        3374         3373         3867         3397
        3374         3398         3373         3397
        3374         3868         3867         3422
        3374         3867         3422         3397
        3374         3398         3422         3397
        3374         3845         3373         3351
        3869         4369         4368         4393
        3869         3868         4368         4393
        3869         3893         3868         4393
        3869         4417         3893         4393
        5404         5405         5880         4939
        5404         4914         4889         4915
        5404         4914         4915         4939
        5404         4914         5880         4939
        5404         4916         4915         4939
        5404         4891         4916         4915
        5404         5405         4916         4939
        5404         5405         4891         4916
        5404         4890         4889         5380
        5404         4890         4889         4915
        5404         4890         4891         5380
        5404         4890         4891         4915
        5404         5379         4889         5380
        5404         5379         5355         5380
        5404         5403         4914         5880
        5404         5403         5379         5880
        5404         5403         4914         4889
        5404         5403         5379         4889
        6251         6680         6232         6250
        5407         5883         5859         5858
        5725         5740         6191         5726
        6215         5737         5754         6201
        6661         6231         6250         6679
        6661         6231         6232         6250
        6661         6215         6231         6232
        6661         6215         6645         6232
        6661         6680         6250         6679
        6661         6680         6232         6250
        6662         6680         6681         7072
        6662         6661         6680         6232
        6662         6661         6645         6232
        6662         6681         7072         7073
        6662         6251         6680         6232
        6662         6251         6680         6681
        6662         7056         7072         7073
        7435         7451         7767         7452
        7435         7090         7072         7452
        7435         7090         7451         7452
        7741         7755         7742         7754
        7741         7453         7755         7754
        7057         7411         7043         7058
        6646         6217         6201         6202
        6646         6217         6633         6202
        6646         6217         6633         6647
        6216         5754         6201         5755
        6216         6217         6201         5755
        6216         6646         6645         6201
        6216         6646         6217         6201
        6216         6251         5754         6232
        6216         6215         5754         6232
        6216         6215         5754         6201
        6216         6215         6645         6232
        6216         6215         6645         6201
        6216         6662         6645         6232
        6216         6662         6251         6232
        5333         4866         5380         4865
        5813         6270         5812         5835
        5813         6270         5835         6291
        5813         5836         5835         6291
        6697         6270         6249         6679
        6697         6270         6249         6269
        6697         6270         6290         6269
        6697         6718         6270         6290
        5772         6231         6232         6250
        5772         6215         6231         6232
        5772         6215         5754         6232
        5772         6251         5754         6232
        5772         6251         6232         6250
        5312         4823         5335         5313
        7045         7411         7425         7424
        7422         7741         7755         7742
        7422         7057         7411         7058
        6192         5740         6191         5726
        6204         6192         5740         6191
        6204         6218         5757         5758
        2316         2774         2787         2786
        2316         2315         2774         2786
        2306         2320         1874         1863
        2306         2320         2305         1874
        3742         4242         4250         4243
        3742         4242         3748         4250
        3742         3749         3748         4250
        4251         4750         4253         4252
        4251         4265         3764         4263
        3269         3286         3764         3779
        6273         6702         6254         6274
        5776         6218         5757         5758
        5818         5839         5840         5362
        5818         6295         5839         5840
        6903         6012         6465         6441
        1537         1949         1929         1948
        2947         2495         3482         2972
        2338         1908         1890         1891
        2338         2358         1908         2357
        2829         2338         2358         2357
        2829         2338         2358         2811
        3263         3746         3773         3745
        5741         6204         6192         5740
        5741         5245         5726         5717
        5741         5740         5245         5726
        5741         6204         5757         5758
        5741         6204         5740         5757
        5741         6192         5726         5717
        5741         6192         5740         5726
        6234         6218         6217         6647
        6665         7057         7043         7058
        6665         7057         7043         6647
        6665         6234         6218         6647
        6665         6234         6235         6218
        6636         6637         7033         6650
        6255         6235         6254         5796
        6255         6275         6254         5796
        4355         4356         3878         4379
        4355         4353         3878         4354
        4355         4356         3878         4354
        2872         2397         2849         2871
        3360         3384         3878         3855
        3360         3406         2873         2897
        3360         3406         2873         3382
        2895         2419         2894         2871
        2895         2397         2419         2871
        2895         2872         2397         2871
        4247         3747         4246         3759
        4247         4258         4757         3759
        4247         4258         4246         3759
        4247         4241         4757         4745
        4744         5234         5233         4756
        4744         4743         5233         4756
        4744         4258         4245         4246
        4744         4247         4258         4246
        4744         4757         5234         4756
        4744         4757         5234         4745
        4744         4247         4757         4745
        4744         4258         4757         4756
        4744         4247         4258         4757
        4259         4258         4757         3759
        4259         4260         4274         3775
        3774         4259         4274         3775
        3774         4259         4258         3759
        3251         3746         3264         3252
        3251         3263         3746         3264
        3251         3263         3746         3745
        1200          853         1223          872
        1200          853         1201         1223
        1200          853         1201         1181
        2929         2905         3391         2906
        2472         2947         2495         2972
        3288         3287         2819         2786
        3288         2774         2787         2786
        3288         3273         2774         2787
        2856         2383         2364         2384
        4275         4260         4274         3775
        2803         2349         2332         2350
        1547         1181         1567         1182
        2857         2856         2364         2384
         798         1143          816          522
        3519         3006         3494         3030
        3519         3006         3493         3494
        3519         3520         3494         3030
        3519         3493         3494         3989
        3054         3544         3077         3078
        3054         3568         3544         3078
        3054         3568         3544         3520
        5997         5521         5497         5996
        5011         5521         5497         5520
        5011         5521         5035         5520
        4088         4089         3614         3615
        4066         3592         4065         4090
        4066         3568         3592         4065
        6066         6518         6496         6519
        2739         2722         2721         3202
        3721         3706         3705         4204
        8442         8340         8451         8452
        6988         6559         6560         6578
        6988         6559         6987         6969
        6988         6577         7004         6987
        6988         6577         7004         6578
        6988         6559         6577         6987
        6988         6559         6577         6578
        3964         3006         3493         3494
        3964         3006         2982         3493
        3964         3493         3494         3989
        3964         3990         3494         3989
        3964         3963         3493         3989
        3964         3963         3990         3989
        4542         4516         5036         4566
        4542         5059         5036         4566
        4542         5059         5060         4566
        8391         8384         8255         8383
