          14            1
           1           16
          16            2
           2           18
           3            4
          18            3
           4            5
           5            6
           6            7
           7           26
          26            8
           8           28
          28            9
           9           30
          38           10
          10           40
          11           12
          40           11
          12           14
          30           31
          31           32
          32           33
          33           64
          64           34
          34           66
          35           36
          71           35
          36           37
          37           38
          66           67
          67           68
          68          107
          69           70
         110           69
          70           71
         107          108
         108          152
         109          110
         157          109
         152          154
         154          155
         155          205
         156          157
         208          156
         205          206
         206          260
         207          208
         263          207
         260          261
         261          319
         262          263
         322          262
         319          320
         320          382
         321          322
         385          321
         382          383
         383          449
         384          385
         452          384
         449          450
         450          520
         451          452
         523          451
         520          521
         521          668
         522          523
         671          522
         668          669
         669          747
         670          671
         749          670
         747          748
         748          910
         829          749
         913          829
         910          911
         911          997
         912          913
         998          912
         997         1083
        1086          998
        1083         1084
        1084         1174
        1085         1086
        1175         1085
        1174         1264
        1266         1175
        1264         1265
        1265         1451
        1358         1266
        1453         1358
        1451         1452
        1452         1548
        1550         1453
        1548         1646
        1549         1550
        1647         1549
        1646         1744
        1746         1647
        1744         1745
        1745         1845
        1847         1746
        1845         1947
        1846         1847
        1948         1846
        1947         2049
        2051         1948
        2049         2050
        2050         2154
        2155         2051
        2154         2259
        2260         2155
        2259         2365
        2366         2260
        2365         2472
        2473         2366
        2472         2580
        2581         2473
        2580         2689
        2691         2581
        2689         2799
        2690         2691
        2800         2690
        2799         2909
        2910         2800
        2909         3020
        3021         2910
        3020         3132
        3133         3021
        3132         3244
        3245         3133
        3244         3357
        3358         3245
        3357         3470
        3471         3358
        3470         3584
        3585         3471
        3584         3698
        3699         3585
        3698         3812
        3813         3699
        3812         3927
        3928         3813
        3927         4042
        4043         3928
        4042         4157
        4158         4043
        4157         4272
        4273         4158
        4272         4387
        4388         4273
        4387         4502
        4503         4388
        4502         4618
        4504         4503
        4619         4504
        4618         4733
        4734         4619
        4733         4848
        4849         4734
        4848         4963
        4964         4849
        4963         5078
        5079         4964
        5078         5193
        5194         5079
        5193         5421
        5308         5194
        5422         5308
        5421         5535
        5649         5422
        5535         5648
        5648         5761
        5762         5649
        5761         5874
        5875         5762
        5874         5873
        5873         5986
        5987         5875
        5986         6098
        5988         5987
        6099         5988
        6098         6318
        6209         6099
        6319         6209
        6318         6427
        6428         6319
        6427         6536
        6537         6428
        6536         6535
        6535         6644
        6538         6537
        6645         6538
        6644         6855
        6856         6645
        6855         6960
        6961         6856
        6960         6959
        6959         7064
        6962         6961
        7065         6962
        7064         7166
        7167         7065
        7166         7267
        7268         7167
        7267         7266
        7266         7367
        7269         7268
        7368         7269
        7367         7465
        7466         7368
        7465         7562
        7563         7466
        7562         7561
        7561         7658
        7564         7563
        7752         7564
        7658         7751
        7751         7843
        7753         7752
        7844         7753
        7843         7933
        7934         7844
        7933         8022
        7935         7934
        8023         7935
        8022         8021
        8021         8108
        8109         8023
        8108         8193
        8110         8109
        8275         8110
        8193         8192
        8192         8274
        8274         8354
        8276         8275
        8355         8276
        8354         8431
        8432         8355
        8431         8430
        8430         8505
        8506         8432
        8505         8577
        8507         8506
        8578         8507
        8577         8646
        8579         8578
        8647         8579
        8646         8645
        8645         8711
        8648         8647
        8712         8648
        8711         8710
        8710         8772
        8713         8712
        8773         8713
        8772         8771
        8771         8829
        8774         8773
        8830         8774
        8829         8828
        8828         8882
        8831         8830
        8883         8831
        8882         8881
        8881         8931
        8884         8883
        8932         8884
        8931         8930
        8930         8975
        8933         8932
        8935         8933
        8976         8935
        8974         8973
        8973         9012
        8975         8974
        8977         8976
        9013         8977
        8979         9013
        9014         8979
        9011         9009
        9009         9042
        9012         9011
        9015         9014
        9016         9015
        9017         9016
        9043         9017
        9037         9060
        9061         9037
        9040         9039
        9039         9061
        9041         9040
        9042         9041
        9044         9043
        9045         9044
        9046         9045
        9047         9046
        9048         9047
        9049         9048
        9051         9049
        9062         9051
        9055         9053
        9053         9062
        9056         9055
        9057         9056
        9058         9057
        9059         9058
        9060         9059
