-9.926103383726345e-01 -1.213454329750450e-01
-9.968634370552297e-01 -7.914093152932453e-02
-9.991702949275970e-01 -4.072739808337564e-02
-9.998124069551704e-01 -1.936878451020448e-02
-9.999999626556296e-01 -2.741482666087799e-04
-9.997699961625753e-01 2.144658902642334e-02
-9.990564139683622e-01 4.343134036013695e-02
-9.966407738981133e-01 8.189729593703700e-02
-9.927137334200345e-01 1.204966517458417e-01
-9.757779485431175e-01 -2.187633273802646e-01
-9.833979444616329e-01 -1.814620666487354e-01
-9.869637579803052e-01 -1.609426646954739e-01
-9.713984323236781e-01 -1.475650296972721e-01
-9.900297046973437e-01 -1.408587402536762e-01
-9.781363190944561e-01 -1.096924747622202e-01
-9.949759901521548e-01 -1.001138203544650e-01
-9.798676778220933e-01 -8.721486530523974e-02
-9.981603288453337e-01 -6.062967956840526e-02
-9.808297588890862e-01 -4.920945097633697e-02
-9.844157959811641e-01 -2.945588342432337e-02
-9.799757554460017e-01 -1.081505485486636e-02
-9.848278064833951e-01 9.284682387721113e-03
-9.713556607072480e-01 2.128019859393435e-02
-9.847132281327590e-01 3.280821870981755e-02
-9.810159576238027e-01 5.375285922237672e-02
-9.979722907674553e-01 6.364987397119351e-02
-9.798137902765131e-01 9.120573014979799e-02
-9.947481715430597e-01 1.023526950493668e-01
-9.759700031115269e-01 1.282761838550632e-01
-9.900260736404397e-01 1.408842595287771e-01
-9.871218363371319e-01 1.599702462616672e-01
-9.840712206435566e-01 1.777746633975679e-01
-9.801838345223350e-01 1.980900087993340e-01
-9.719266481915851e-01 2.352840628901023e-01
-9.551482106393194e-01 -2.961281707422271e-01
-9.612119552853300e-01 -2.758107624641117e-01
-9.661284426465717e-01 -2.580616826274436e-01
-9.710067109614200e-01 -2.390522271441091e-01
-9.582891836709230e-01 -2.250335937718732e-01
-9.796106126834834e-01 -2.009055694798415e-01
-9.634701055827656e-01 -1.884602643926122e-01
-9.689057868724632e-01 -1.688642211055519e-01
-9.552901229278337e-01 -1.547103981846649e-01
-9.726365265115865e-01 -1.291596596695571e-01
-9.578757816688295e-01 -1.173160949170495e-01
-9.644686704714376e-01 -9.875015234606122e-02
-9.600298388771155e-01 -8.100687427006643e-02
-9.760747844666445e-01 -6.756946577653812e-02
-9.616257767084423e-01 -4.978975618551735e-02
-9.677280277997379e-01 -3.083686033546644e-02
-9.585578862350433e-01 -1.413900666603601e-02
-9.654122188786348e-01 3.171299966534132e-03
-9.538707481705745e-01 2.206754028151512e-02
-9.660834496462370e-01 4.019543300983806e-02
-9.606986982196387e-01 5.840019678294076e-02
-9.758665969451449e-01 7.283658897424744e-02
-9.617772732350841e-01 9.156299155397388e-02
-9.731893681852494e-01 1.097327877633596e-01
-9.589538196368063e-01 1.281905949808420e-01
-9.707123980176920e-01 1.473089807862217e-01
-9.646485655593983e-01 1.652703803914398e-01
-9.669850833974062e-01 1.840939528734015e-01
-9.605963779208060e-01 2.028134324674537e-01
-9.761298142233426e-01 2.171879055002368e-01
-9.548723276025181e-01 2.405627283927290e-01
-9.666553928894990e-01 2.560807510165454e-01
-9.612810293586600e-01 2.755699214158315e-01
-9.548348355409904e-01 2.971370694616232e-01
-9.348984923066084e-01 -3.549152158068008e-01
-9.425342656989767e-01 -3.341095003545151e-01
-9.489780181788434e-01 -3.153422305425035e-01
-9.358168166072826e-01 -2.988148702833285e-01
-9.439350384700674e-01 -2.805361457573089e-01
-9.433773912549809e-01 -2.613861528418298e-01
-9.511469956859563e-01 -2.437952116427737e-01
-9.409168678925528e-01 -2.243163664140050e-01
-9.564101123961729e-01 -2.065536017217685e-01
-9.424748893513154e-01 -1.906306324411756e-01
-9.492246056550393e-01 -1.730009090422685e-01
-9.377342087449081e-01 -1.538544593566239e-01
-9.514488834861382e-01 -1.359859249904148e-01
-9.385990230611647e-01 -1.186328327763147e-01
-9.465569597904898e-01 -9.959986557375841e-02
-9.394077666014995e-01 -8.215456800379120e-02
-9.521325160929048e-01 -6.523565346062371e-02
-9.400201448284348e-01 -4.900085408801117e-02
-9.485696777743882e-01 -3.217444986831062e-02
-9.382210702947962e-01 -1.410929304575493e-02
-9.462415722465995e-01 3.730702958006768e-03
-9.356366164209255e-01 2.246035766779115e-02
-9.471731344749957e-01 4.086822478447658e-02
-9.399969863456040e-01 5.863705082498493e-02
-9.529244294162710e-01 7.526198823937527e-02
-9.414025031330658e-01 9.279334644556422e-02
-9.523393818812638e-01 1.099369404440982e-01
-9.403805901213869e-01 1.283969292847512e-01
-9.515169051342749e-01 1.470991473483426e-01
-9.429430014267646e-01 1.644467751010946e-01
